id,target_competitor,question,evaluation_query,answer,contexts,ground_truth,confidence_score,should_abstain,faithfulness,answer_relevancy,context_precision,context_recall
24,University of Nottingham,What dedicated facilities do computer science students have access to?,What dedicated facilities do computer science students have access to?,Access to Linux labs and robotics environments is provided.,"[""Institution: University of Nottingham\nCourse Code: CS505\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 19; CUG Overall UK 26; QS World Ranking 97.\nentry_requirements: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nfees_2026: International tuition fee \u00a333,000 per year. The supplied course page also notes possible reduced fees during study abroad or placement; home fee was not stated in the extract.\ncourse_data_2026: The course includes a Year 2 group project with industry collaboration. Core modules include Assembly Language, Computer Architecture, Databases and Interfaces, AI, Software Engineering, Mathematics, Networks, Programming and Algorithms, and Programming Paradigms. Later study includes algorithms, formal reasoning, operating systems, security, machine learning, computer vision, and an individual dissertation.""]",Computer science students have access to high capacity Linux development terminals and dedicated robotics environments,0.6951124991302248,False,0.8261,1.0,0.8457,0.954
25,University of Nottingham,What are the standard A-level grade requirements?,What are the standard A-level grade requirements?,The source documentation states: A level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed,"[""Institution: University of Nottingham\nCourse Code: CS505\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 19; CUG Overall UK 26; QS World Ranking 97.\nentry_requirements: A-level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed.\nfees_2026: International tuition fee \u00a333,000 per year. The supplied course page also notes possible reduced fees during study abroad or placement; home fee was not stated in the extract.\ncourse_data_2026: The course includes a Year 2 group project with industry collaboration. Core modules include Assembly Language, Computer Architecture, Databases and Interfaces, AI, Software Engineering, Mathematics, Networks, Programming and Algorithms, and Programming Paradigms. Later study includes algorithms, formal reasoning, operating systems, security, machine learning, computer vision, and an individual dissertation.""]",The source documentation states: A level BBC (or listed equivalent combinations). Computer Science grade C required if taken. IB Diploma 26 points overall or Higher Level Certificates 554/644. IELTS 6.0 overall with no less than 5.5 in each element. No other requirements listed,0.8383818949013867,False,0.667,0.6994,0.8196,0.979
26,University of Sheffield,What are the core modules taught in Year 1?,What are the core modules taught in Year 1?,"Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture","[""Institution: University of Sheffield\nCourse Code: CS606\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 14; CUG Overall UK 16; QS World Ranking 92.\nentry_requirements: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nfees_2026: Standard annual 2026 undergraduate home tuition fee \u00a39,790. Overseas fees vary by fee status and course; reduced fees may apply for study abroad, employment, or industry years.\ncourse_data_2026: Confirmed first-year modules include Introduction to Software Engineering, Foundations of Computer Science, Java Programming, Systems and Networks, Practical Algorithms and Data Structures, and Introduction to Artificial Intelligence. Year 2 includes programming languages, databases, automata, AI, cybersecurity, and a 20-credit Software Hut. Year 3 includes a dissertation project and advanced options such as deep learning, robotics, cryptography, and NLP.""]","Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture",0.487918292453434,False,0.8758,0.7186,0.8775,0.8086
27,University of Sheffield,What are the core modules taught in Year 2?,What are the core modules taught in Year 2?,Year 2 core modules include core programming and discrete math modules.,"[""Institution: University of Sheffield\nCourse Code: CS606\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 14; CUG Overall UK 16; QS World Ranking 92.\nentry_requirements: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nfees_2026: Standard annual 2026 undergraduate home tuition fee \u00a39,790. Overseas fees vary by fee status and course; reduced fees may apply for study abroad, employment, or industry years.\ncourse_data_2026: Confirmed first-year modules include Introduction to Software Engineering, Foundations of Computer Science, Java Programming, Systems and Networks, Practical Algorithms and Data Structures, and Introduction to Artificial Intelligence. Year 2 includes programming languages, databases, automata, AI, cybersecurity, and a 20-credit Software Hut. Year 3 includes a dissertation project and advanced options such as deep learning, robotics, cryptography, and NLP.""]","Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems",0.6846784764064814,False,0.8469,0.9558,0.6908,0.8829
28,University of Sheffield,Does this program offer a placement year in industry?,Does this program offer a placement year in industry?,Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,"[""Institution: University of Sheffield\nCourse Code: CS606\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 14; CUG Overall UK 16; QS World Ranking 92.\nentry_requirements: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nfees_2026: Standard annual 2026 undergraduate home tuition fee \u00a39,790. Overseas fees vary by fee status and course; reduced fees may apply for study abroad, employment, or industry years.\ncourse_data_2026: Confirmed first-year modules include Introduction to Software Engineering, Foundations of Computer Science, Java Programming, Systems and Networks, Practical Algorithms and Data Structures, and Introduction to Artificial Intelligence. Year 2 includes programming languages, databases, automata, AI, cybersecurity, and a 20-credit Software Hut. Year 3 includes a dissertation project and advanced options such as deep learning, robotics, cryptography, and NLP.""]",Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,0.6020010406886022,False,0.759,0.9192,0.8229,0.859
29,University of Sheffield,What dedicated facilities do computer science students have access to?,What dedicated facilities do computer science students have access to?,Access to Linux labs and robotics environments is provided.,"[""Institution: University of Sheffield\nCourse Code: CS606\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 14; CUG Overall UK 16; QS World Ranking 92.\nentry_requirements: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nfees_2026: Standard annual 2026 undergraduate home tuition fee \u00a39,790. Overseas fees vary by fee status and course; reduced fees may apply for study abroad, employment, or industry years.\ncourse_data_2026: Confirmed first-year modules include Introduction to Software Engineering, Foundations of Computer Science, Java Programming, Systems and Networks, Practical Algorithms and Data Structures, and Introduction to Artificial Intelligence. Year 2 includes programming languages, databases, automata, AI, cybersecurity, and a 20-credit Software Hut. Year 3 includes a dissertation project and advanced options such as deep learning, robotics, cryptography, and NLP.""]",Computer science students have access to high capacity Linux development terminals and dedicated robotics environments,0.8427763519861207,False,0.8327,0.9024,0.8527,1.0
30,University of Sheffield,What are the standard A-level grade requirements?,What are the standard A-level grade requirements?,The source documentation states: Standard A level offer AAA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component,"[""Institution: University of Sheffield\nCourse Code: CS606\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 14; CUG Overall UK 16; QS World Ranking 92.\nentry_requirements: Standard A-level offer A*AA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component.\nfees_2026: Standard annual 2026 undergraduate home tuition fee \u00a39,790. Overseas fees vary by fee status and course; reduced fees may apply for study abroad, employment, or industry years.\ncourse_data_2026: Confirmed first-year modules include Introduction to Software Engineering, Foundations of Computer Science, Java Programming, Systems and Networks, Practical Algorithms and Data Structures, and Introduction to Artificial Intelligence. Year 2 includes programming languages, databases, automata, AI, cybersecurity, and a 20-credit Software Hut. Year 3 includes a dissertation project and advanced options such as deep learning, robotics, cryptography, and NLP.""]",The source documentation states: Standard A level offer AAA including Mathematics; Access Sheffield offer AAA including Mathematics and Computer Science. IB standard 38 with 6 in Higher Level Mathematics; Access Sheffield 36 with the stated Mathematics and Computer Science conditions. GCSE English Language 4/C or IELTS 6.5 overall with at least 6.0 in each component,0.4830042057573818,False,0.7326,0.8628,0.6273,0.9318
31,Newcastle University,What are the core modules taught in Year 1?,What are the core modules taught in Year 1?,"Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture","[""Institution: Newcastle University\nCourse Code: CS707\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: For 2026 entry, A-level AAB excluding General Studies and Critical Thinking, with GCSE Mathematics grade B/6. IB 34 points, with Standard Level Mathematics grade 5 if not offered at Higher Level. BTEC/OCR Extended Diploma D*DD with minimum grade B/6 in at least five GCSEs including Mathematics. Contextual or alternative routes may reduce the offer by up to three grades.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 32; CUG Overall UK 35; QS World Ranking 137.\nentry_requirements: For 2026 entry, A-level AAB excluding General Studies and Critical Thinking, with GCSE Mathematics grade B/6. IB 34 points, with Standard Level Mathematics grade 5 if not offered at Higher Level. BTEC/OCR Extended Diploma D*DD with minimum grade B/6 in at least five GCSEs including Mathematics. Contextual or alternative routes may reduce the offer by up to three grades.\nfees_2026: 2026/27 Computer Science BSc tuition: Home \u00a39,790 for Year 1; International \u00a331,500 for Year 1. The source lists \u00a310,050 for 2027/28 home fees and notes annual changes may apply.\ncourse_data_2026: Stage 1 covers Fundamentals of Computing, Computer Systems Design and Architectures, Data Science, and two Programming Portfolio modules. Stage 2 covers Security Programming, Algorithm Design, a 30-credit Software Engineering Team Project, contemporary computing, and software systems design. Stage 3 includes a major individual project, practical labs, coursework, presentations, and industry-informed project work.""]","Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture",0.47923337893830686,False,0.8375,0.8388,0.6733,0.8195
32,Newcastle University,What are the core modules taught in Year 2?,What are the core modules taught in Year 2?,Year 2 core modules include core programming and discrete math modules.,"[""Institution: Newcastle University\nCourse Code: CS707\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: For 2026 entry, A-level AAB excluding General Studies and Critical Thinking, with GCSE Mathematics grade B/6. IB 34 points, with Standard Level Mathematics grade 5 if not offered at Higher Level. BTEC/OCR Extended Diploma D*DD with minimum grade B/6 in at least five GCSEs including Mathematics. Contextual or alternative routes may reduce the offer by up to three grades.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 32; CUG Overall UK 35; QS World Ranking 137.\nentry_requirements: For 2026 entry, A-level AAB excluding General Studies and Critical Thinking, with GCSE Mathematics grade B/6. IB 34 points, with Standard Level Mathematics grade 5 if not offered at Higher Level. BTEC/OCR Extended Diploma D*DD with minimum grade B/6 in at least five GCSEs including Mathematics. Contextual or alternative routes may reduce the offer by up to three grades.\nfees_2026: 2026/27 Computer Science BSc tuition: Home \u00a39,790 for Year 1; International \u00a331,500 for Year 1. The source lists \u00a310,050 for 2027/28 home fees and notes annual changes may apply.\ncourse_data_2026: Stage 1 covers Fundamentals of Computing, Computer Systems Design and Architectures, Data Science, and two Programming Portfolio modules. Stage 2 covers Security Programming, Algorithm Design, a 30-credit Software Engineering Team Project, contemporary computing, and software systems design. Stage 3 includes a major individual project, practical labs, coursework, presentations, and industry-informed project work.""]","Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems",0.5080728825467173,False,0.8978,0.7503,0.6049,0.745
33,Newcastle University,Does this program offer a placement year in industry?,Does this program offer a placement year in industry?,Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,"[""Institution: Newcastle University\nCourse Code: CS707\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: For 2026 entry, A-level AAB excluding General Studies and Critical Thinking, with GCSE Mathematics grade B/6. IB 34 points, with Standard Level Mathematics grade 5 if not offered at Higher Level. BTEC/OCR Extended Diploma D*DD with minimum grade B/6 in at least five GCSEs including Mathematics. Contextual or alternative routes may reduce the offer by up to three grades.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 32; CUG Overall UK 35; QS World Ranking 137.\nentry_requirements: For 2026 entry, A-level AAB excluding General Studies and Critical Thinking, with GCSE Mathematics grade B/6. IB 34 points, with Standard Level Mathematics grade 5 if not offered at Higher Level. BTEC/OCR Extended Diploma D*DD with minimum grade B/6 in at least five GCSEs including Mathematics. Contextual or alternative routes may reduce the offer by up to three grades.\nfees_2026: 2026/27 Computer Science BSc tuition: Home \u00a39,790 for Year 1; International \u00a331,500 for Year 1. The source lists \u00a310,050 for 2027/28 home fees and notes annual changes may apply.\ncourse_data_2026: Stage 1 covers Fundamentals of Computing, Computer Systems Design and Architectures, Data Science, and two Programming Portfolio modules. Stage 2 covers Security Programming, Algorithm Design, a 30-credit Software Engineering Team Project, contemporary computing, and software systems design. Stage 3 includes a major individual project, practical labs, coursework, presentations, and industry-informed project work.""]",Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,0.32513251308282315,False,0.9995,0.8476,0.7464,0.6864
34,Newcastle University,What dedicated facilities do computer science students have access to?,What dedicated facilities do computer science students have access to?,Access to Linux labs and robotics environments is provided.,"[""Institution: Newcastle University\nCourse Code: CS707\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: For 2026 entry, A-level AAB excluding General Studies and Critical Thinking, with GCSE Mathematics grade B/6. IB 34 points, with Standard Level Mathematics grade 5 if not offered at Higher Level. BTEC/OCR Extended Diploma D*DD with minimum grade B/6 in at least five GCSEs including Mathematics. Contextual or alternative routes may reduce the offer by up to three grades.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 32; CUG Overall UK 35; QS World Ranking 137.\nentry_requirements: For 2026 entry, A-level AAB excluding General Studies and Critical Thinking, with GCSE Mathematics grade B/6. IB 34 points, with Standard Level Mathematics grade 5 if not offered at Higher Level. BTEC/OCR Extended Diploma D*DD with minimum grade B/6 in at least five GCSEs including Mathematics. Contextual or alternative routes may reduce the offer by up to three grades.\nfees_2026: 2026/27 Computer Science BSc tuition: Home \u00a39,790 for Year 1; International \u00a331,500 for Year 1. The source lists \u00a310,050 for 2027/28 home fees and notes annual changes may apply.\ncourse_data_2026: Stage 1 covers Fundamentals of Computing, Computer Systems Design and Architectures, Data Science, and two Programming Portfolio modules. Stage 2 covers Security Programming, Algorithm Design, a 30-credit Software Engineering Team Project, contemporary computing, and software systems design. Stage 3 includes a major individual project, practical labs, coursework, presentations, and industry-informed project work.""]",Computer science students have access to high capacity Linux development terminals and dedicated robotics environments,0.5169093973983087,False,0.6888,0.7723,0.8254,0.8493
35,University of Liverpool,What are the core modules taught in Year 1?,What are the core modules taught in Year 1?,"Year 1 core modules include Programming Fundamentals, Discrete Mathematics, and Systems Architecture","[""Institution: University of Liverpool\nCourse Code: CS700\ncurriculum_year_1: Year 1 Modules include Programming Fundamentals, Discrete Mathematics, and Systems Architecture.\ncurriculum_year_2: Year 2 Modules include Data Structures and Algorithms, Software Engineering, and Database Systems.\ncurriculum_year_3: Year 3 Modules include Artificial Intelligence, Distributed Systems, and a Final Year Project.\nindustrial_placements: Industrial PlacementsAn optional placement year is available between Years 2 and 3.\ninfrastructure_and_facilities: Lab InfrastructureStudents use dedicated computing labs and specialist software engineering facilities.\nentry_requirements: The supplied 2026 source states that subject-specific entry requirements continue to apply during Clearing. English requirements include IELTS 6.0 overall with no component below 5.5, TOEFL iBT 88 for tests taken by 20 January 2026 or 4.5 under the later scale, Duolingo 115, and PTE Academic 59 with no component below 59. Pre-sessional English is available where applicable.\nstudent_support: Student SupportAcademic advisors, wellbeing services, and careers guidance are available throughout the programme.\ncareer_outcomes: Career OutcomesGraduates progress into software engineering, data, and technology consulting roles.\nentry_requirements_2026: The supplied 2026 source states that subject-specific entry requirements continue to apply during Clearing. English requirements include IELTS 6.0 overall with no component below 5.5, TOEFL iBT 88 for tests taken by 20 January 2026 or 4.5 under the later scale, Duolingo 115, and PTE Academic 59 with no component below 59. Pre-sessional English is available where applicable.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 28; CUG Overall UK 23; QS World Ranking 147.\nfees_2026: 2026/27 tuition: UK \u00a39,790 per year; International \u00a332,000 per year. Year in industry \u00a31,955; year abroad \u00a31,465 for the China option, and international year abroad \u00a316,000.\ncourse_data_2026: Year 1 compulsory study includes Analytic Techniques, Computer Systems, Data Structures and Algorithms, Foundations of Computer Science, AI, Object-Oriented Programming, and Programming. Year 2 includes Complexity of Algorithms, Database Development, Group Software Project, Software Engineering, and specialist options. Year 3 includes a 30-credit honours project and options such as networks, formal methods, robotics, quantum computing, and cloud computing; year-in-industry and year-abroad routes are available.""]","Year 1 core modules include Programming Fundamentals, Discrete Mathematics, and Systems Architecture",0.4889040806135562,False,1.0,0.9375,0.8882,0.7629
36,University of Liverpool,What are the core modules taught in Year 2?,What are the core modules taught in Year 2?,"Year 2 core modules include Data Structures and Algorithms, Software Engineering, and Database Systems","[""Institution: University of Liverpool\nCourse Code: CS700\ncurriculum_year_1: Year 1 Modules include Programming Fundamentals, Discrete Mathematics, and Systems Architecture.\ncurriculum_year_2: Year 2 Modules include Data Structures and Algorithms, Software Engineering, and Database Systems.\ncurriculum_year_3: Year 3 Modules include Artificial Intelligence, Distributed Systems, and a Final Year Project.\nindustrial_placements: Industrial PlacementsAn optional placement year is available between Years 2 and 3.\ninfrastructure_and_facilities: Lab InfrastructureStudents use dedicated computing labs and specialist software engineering facilities.\nentry_requirements: The supplied 2026 source states that subject-specific entry requirements continue to apply during Clearing. English requirements include IELTS 6.0 overall with no component below 5.5, TOEFL iBT 88 for tests taken by 20 January 2026 or 4.5 under the later scale, Duolingo 115, and PTE Academic 59 with no component below 59. Pre-sessional English is available where applicable.\nstudent_support: Student SupportAcademic advisors, wellbeing services, and careers guidance are available throughout the programme.\ncareer_outcomes: Career OutcomesGraduates progress into software engineering, data, and technology consulting roles.\nentry_requirements_2026: The supplied 2026 source states that subject-specific entry requirements continue to apply during Clearing. English requirements include IELTS 6.0 overall with no component below 5.5, TOEFL iBT 88 for tests taken by 20 January 2026 or 4.5 under the later scale, Duolingo 115, and PTE Academic 59 with no component below 59. Pre-sessional English is available where applicable.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 28; CUG Overall UK 23; QS World Ranking 147.\nfees_2026: 2026/27 tuition: UK \u00a39,790 per year; International \u00a332,000 per year. Year in industry \u00a31,955; year abroad \u00a31,465 for the China option, and international year abroad \u00a316,000.\ncourse_data_2026: Year 1 compulsory study includes Analytic Techniques, Computer Systems, Data Structures and Algorithms, Foundations of Computer Science, AI, Object-Oriented Programming, and Programming. Year 2 includes Complexity of Algorithms, Database Development, Group Software Project, Software Engineering, and specialist options. Year 3 includes a 30-credit honours project and options such as networks, formal methods, robotics, quantum computing, and cloud computing; year-in-industry and year-abroad routes are available.""]","Year 2 core modules include Data Structures and Algorithms, Software Engineering, and Database Systems",0.5980472543771449,False,0.6103,0.8253,0.7739,0.703
